Target,TIC,Author,Sector,Temperature,Plx,Gmag,BP-RP,Type,Spectral Type,Lightcurve Notes
V* DE Tau,58467184,SPOC,19,3688,7.811172451,11.905457,2.2613716,M3Ve,Or*,
V* DE Tau,58467184,SPOC,43,3688,7.811172451,11.905457,2.2613716,M3Ve,Or*,
V* DE Tau,58467184,SPOC,44,3688,7.811172451,11.905457,2.2613716,M3Ve,Or*,
V* DG Tau,268017134,SPOC,43,3781,7.983639611,11.876411,2.0941505,K6Ve,TT*,
V* DG Tau,268017134,SPOC,44,3781,7.983639611,11.876411,2.0941505,K6Ve,TT*,
V* DL Tau,268444139,SPOC,43,4783,6.252545402,12.136812,1.895546,K7Ve,Or*,
V* DL Tau,268444139,SPOC,44,4783,6.252545402,12.136812,1.895546,K7Ve,Or*,
V* DR Tau,436614005,SPOC,43,4348,5.1822562,11.651405,1.6214895,K5Ve,Or*,
V* DR Tau,436614005,SPOC,44,4348,5.1822562,11.651405,1.6214895,K5Ve,Or*,
V* DR Tau,436614005,SPOC,71,4348,5.1822562,11.651405,1.6214895,K5Ve,Or*,
V* DS Tau,59879081,SPOC,19,4026,6.315008256,12.051329,1.7034035,K4Ve,Or*,
V* DS Tau,59879081,SPOC,43,4026,6.315008256,12.051329,1.7034035,K4Ve,Or*,
V* DS Tau,59879081,SPOC,44,4026,6.315008256,12.051329,1.7034035,K4Ve,Or*,
V* FN Tau,56625009,SPOC,19,3219,7.698621402,12.787397,2.980672,M5e,TT*,
V* FN Tau,56625009,SPOC,43,3219,7.698621402,12.787397,2.980672,M5e,TT*,
V* FN Tau,56625009,SPOC,44,3219,7.698621402,12.787397,2.980672,M5e,TT*,
V* FT Tau,58544652,SPOC,43,3490,7.681217545,13.604074,2.5692177,M2.8,Or*,
V* FT Tau,58544652,SPOC,44,3490,7.681217545,13.604074,2.5692177,M2.8,Or*,
V* FT Tau,58544652,SPOC,70,3490,7.681217545,13.604074,2.5692177,M2.8,Or*,
V* FT Tau,58544652,SPOC,71,3490,7.681217545,13.604074,2.5692177,M2.8,Or*,
V* GI Tau,268444803,SPOC,43,3676,7.725770858,12.607882,2.365037,K5Ve,Or*,
V* GI Tau,268444803,SPOC,44,3676,7.725770858,12.607882,2.365037,K5Ve,Or*,
V* GK Tau,268444804,SPOC,43,3863,7.74329661,11.989602,2.1344213,K7:Ve,Or*,
V* GK Tau,268444804,SPOC,44,3863,7.74329661,11.989602,2.1344213,K7:Ve,Or*,
V* GM Aur,96533063,SPOC,19,4189,6.324801957,11.727107,1.6209869,K3Ve,Or*,
V* GM Aur,96533063,SPOC,43,4189,6.324801957,11.727107,1.6209869,K3Ve,Or*,
V* GM Aur,96533063,SPOC,44,4189,6.324801957,11.727107,1.6209869,K3Ve,Or*,
V* GM Aur,96533063,SPOC,59,4189,6.324801957,11.727107,1.6209869,K3Ve,Or*,
V* HO Tau,118519976,QLP,70,3946,6.079557226,13.982401,2.2772684,M0.5,Or*,
V* HO Tau,118519976,QLP,71,3946,6.079557226,13.982401,2.2772684,M0.5,Or*,
V* HP Tau,118521708,QLP,70,3541,5.83948565,13.033619,2.5398235,K2-5e,Or*,
V* HP Tau,118521708,QLP,71,3541,5.83948565,13.033619,2.5398235,K2-5e,Or*,
V* HQ Tau,118521751,TESS-SPOC,70,5763,6.195526287,11.52962,2.3655653,K0,Or*,
V* HQ Tau,118521751,TESS-SPOC,71,5763,6.195526287,11.52962,2.3655653,K0,Or*,
V* IP Tau,58606534,SPOC,43,3870,7.729192507,12.423383,2.0232954,M0:Ve,Or*,
V* IP Tau,58606534,SPOC,44,3870,7.729192507,12.423383,2.0232954,M0:Ve,Or*,
V* IP Tau,58606534,SPOC,70,3870,7.729192507,12.423383,2.0232954,M0:Ve,Or*,
V* IP Tau,58606534,SPOC,71,3870,7.729192507,12.423383,2.0232954,M0:Ve,Or*,
V* IQ Tau,268219495,SPOC,43,3956,7.60387088,13.193536,2.473854,M0.5,Or*,
V* IQ Tau,268219495,SPOC,44,3956,7.60387088,13.193536,2.473854,M0.5,Or*,
V* IQ Tau,268219495,SPOC,70,3956,7.60387088,13.193536,2.473854,M0.5,Or*,
V* IQ Tau,268219495,SPOC,71,3956,7.60387088,13.193536,2.473854,M0.5,Or*,
V* V836 Tau,349072683,SPOC,43,3787,5.988246791,12.642465,2.1104307,K7/M0Ve,TT*,
V* V836 Tau,349072683,SPOC,44,3787,5.988246791,12.642465,2.1104307,K7/M0Ve,TT*,
