Target,TIC,Author,Sector,Temperature,Plx,Gmag,BP-RP,Type,Spectral Type,Lightcurve Notes
VOS 465,95586779,QLP,7,7885.8,0.8065,13.174664,0.812176,Y*O,N/A,"2% dips with small amplitude, regular spikes in low freq periodogram"
VOS 465,95586779,QLP,33,7885.8,0.8065,13.174664,0.812176,Y*O,N/A,"2% dips with small amplitude and 5% overall decrease, regular spikes in low freq periodogram"
VOS 465,95586779,QLP,87,7885.8,0.8065,13.174664,0.812176,Y*O,N/A,"No periodicity, 4% overall variation with 8% dip, regular spikes in low freq periodogram"
AB Aur,96680681,SPOC,43,7920,6.4127,7.111234,0.270019,Ae*,A0,1% amplitude with 0.5% smaller motion
AB Aur,96680681,SPOC,44,7920,6.4127,7.111234,0.270019,Ae*,A0,0.5% variation at beginning then 2% dip and increase overall by 3%
AB Aur,96680681,SPOC,59,7920,6.4127,7.111234,0.270019,Ae*,A0,"0.5% ampltiude at beginning then 1% ampltiude at end, jagged"
AB Aur,96680681,SPOC,71,7920,6.4127,7.111234,0.270019,Ae*,A0,"1% ampltiude at beginning then 3% drop at end, jagged"
AB Aur,96680681,SPOC,86,7920,6.4127,7.111234,0.270019,Ae*,A0,"Two 3% drops, 1% variation, jagged, lots of data missing"
VOS 131,97638779,TESS-SPOC,43,5468.8,1.4768,12.532184,1.198906,Y*O,N/A,"20% amplitude at beginning, then 5% amplitude, increasing overall by 40%, pulses in low freq periodogram"
VOS 131,97638779,TESS-SPOC,44,5468.8,1.4768,12.532184,1.198906,Y*O,N/A,"5% amplitude with decrease.increase overall 20%, three pulses in low freq periodogram"
VOS 131,97638779,TESS-SPOC,45,5468.8,1.4768,12.532184,1.198906,Y*O,N/A,"0.5% amplitude with 10% decrease overall, pulses in low freq periodogram"
HD 250550,97807159,SPOC,72,8868,1.3153,9.506199,0.234982,Ae*,B9,"2% overall amplitude with 1% smaller oscillations, jagged"
VOS 15,101186168,QLP,12,8303.9,0.85,13.617937,1.027954,RC*,N/A,Steep rise of 15% then amplitude ~2.5%
VOS 15,101186168,QLP,39,8303.9,0.85,13.617937,1.027954,RC*,N/A,Multiple 15% dips with amplitude 2.5-5%
VOS 15,101186168,QLP,66,8303.9,0.85,13.617937,1.027954,RC*,N/A,"15% dip with 5% amplitude, periodogram peaks at 10 and near 40"
VOS 15,101186168,QLP,91,8303.9,0.85,13.617937,1.027954,RC*,N/A,"15% dips with 2.5-5% amplitude plut dip of 40%, three peaks in periodogram above 40"
VOS 15,101186168,QLP,92,8303.9,0.85,13.617937,1.027954,RC*,N/A,"15% dips with 2.5-5% amplitude, three peaks in periodogram above 40"
VOS 15,101186168,QLP,93,8303.9,0.85,13.617937,1.027954,RC*,N/A,"Two 40% dips with 15% dips and 2.5% amplitude, periodogram peaks three times above 40"
GSC 6546-3156,107406463,QLP,7,4949*,0.7499,14.459938,1.147627,Or*,A0,"2% amplitude, fuzzy, out of phase 1% amplitude oscillations"
PDS 133,107544865,QLP,7,5817.5,0.7195,14.434046,1.428073,TT*,B6,5% amplitude dips with 1% smaller amplitude oscillations
PDS 130,120751782,QLP,6,5610,0.7676,13.224727,1.113183,TT*,B9,"Amplitude 0.5-2%, jagged"
PDS 130,120751782,QLP,33,5610,0.7676,13.224727,1.113183,TT*,B9,0.5-1% amplitude with 2% overall amplitude
PDS 130,120751782,QLP,87,5610,0.7676,13.224727,1.113183,TT*,B9,"1-2% overall amplitude with different widths, fuzzy"
V921 Sco,121137860,TESS-SPOC,66,4274,0.6746,10.323873,2.172963,Be*,B0,"1-4% amplitude dips, alternating, periodogram has lower freq peaks"
Z CMa,125641610,QLP,7,3861,2.0354,8.986204,1.657319,Ae*,B5/8+F5/7,"1-2% dips, jagged, aperiodic"
Z CMa,125641610,QLP,33,3861,2.0354,8.986204,1.657319,Ae*,B5/8+F5/7,0.5% amplitude with increasing overall by about 8%
Z CMa,125641610,QLP,87,3861,2.0354,8.986204,1.657319,Ae*,B5/8+F5/7,5-20% dips with ~1% amplitude smaller oscillatons
HU CMa,125644224,QLP,7,9991.1,0.8625,11.662469,0.520282,Ae*,B8,"Amplitude ~3%, jagged, periodogram peaks at lower freq and just above 5"
HU CMa,125644224,QLP,33,9991.1,0.8625,11.662469,0.520282,Ae*,B8,"Amplitude ~3%, overall rise of 10%, jagged, flattened light curve is periodoic, periodogram peaks at lower freq and just above 5"
HU CMa,125644224,QLP,87,9991.1,0.8625,11.662469,0.520282,Ae*,B8,"Amplitude ~3%, overall rise of 10%, jagged, flattened light curve is periodoic, periodogram peaks at lower freq and just above 5"
VOS 22,136712091,QLP,15,7298,0.4014,12.295445,1.00367,Y*O,A,"Amplitude ~2%, slightly jagged, 20% drop at end"
VOS 22,136712091,QLP,16,7298,0.4014,12.295445,1.00367,Y*O,A,Overall fall then rise of 10% with 2% amplitude oscillations
VOS 22,136712091,QLP,55,7298,0.4014,12.295445,1.00367,Y*O,A,"1% amplitude at beginning then 2.5% at end, rising nearly 20% overall"
VOS 22,136712091,QLP,56,7298,0.4014,12.295445,1.00367,Y*O,A,"Amplitude ~2% and overall amplitude ~4%, slightly fuzzy"
VOS 22,136712091,QLP,75,7298,0.4014,12.295445,1.00367,Y*O,A,Amplitude 1-2% with 10% overall rise
VOS 22,136712091,QLP,76,7298,0.4014,12.295445,1.00367,Y*O,A,"Dips up to 6% with 0.5% amplitude oscillations, fuzzy"
VOS 22,136712091,QLP,82,7298,0.4014,12.295445,1.00367,Y*O,A,"10% dip with 1-2% amplitude oscillations, slightly fuzzy"
VOS 22,136712091,QLP,83,7298,0.4014,12.295445,1.00367,Y*O,A,"10% dip and amplitude of 0.5-1%, slightly fuzzy"
VOS 522,138670679,QLP,15,7647.7,1.3289,12.929551,1.047293,Y*O,N/A,"Quasi periodic with 1% amplitude, jagged, three strong pulsations in low freq periodogram"
VOS 522,138670679,QLP,16,7647.7,1.3289,12.929551,1.047293,Y*O,N/A,"Quasi periodic with 1% amplitude, jagged"
VOS 522,138670679,QLP,55,7647.7,1.3289,12.929551,1.047293,Y*O,N/A,"~0.2% amplitude, overall amplitude ~2%, very fuzzy, three peaks in low freq periodogram"
VOS 522,138670679,QLP,56,7647.7,1.3289,12.929551,1.047293,Y*O,N/A,"~0.2% amplitude, very fuzzy, three peaks in low freq periodogram"
VOS 522,138670679,QLP,76,7647.7,1.3289,12.929551,1.047293,Y*O,N/A,"Amplitude ~2% oscillations, fuzzy, three peaks in low freq periodogram"
VOS 522,138670679,QLP,82,7647.7,1.3289,12.929551,1.047293,Y*O,N/A,Amplitude ~1% and 2% dip
VOS 522,138670679,QLP,83,7647.7,1.3289,12.929551,1.047293,Y*O,N/A,"Amplitude ~1% oscillations and 2% dip, fuzzy, three peaks in low freq periodogram"
HD 288012,138941394,TESS-SPOC,6,9727.7,2.903,9.656052,0.073438,**,N/A,"Amplitude 4-6%, smooth, flattened light curve is really flat"
HD 288012,138941394,TESS-SPOC,32,9727.7,2.903,9.656052,0.073438,**,N/A,"Amplitude 4-6% with 8% dip, smooth, flattened light curve is really flat"
VOS 336,139019368,QLP,15,5671,1.4412,12.836536,1.554043,Y*O,N/A,"Amplitude 1-2% and 5% dip, second peak in periodogram at 1"
VOS 336,139019368,QLP,16,5671,1.4412,12.836536,1.554043,Y*O,N/A,"Amplitude ~2% with 12% dip, bumpy high freq periodogram"
VOS 336,139019368,QLP,56,5671,1.4412,12.836536,1.554043,Y*O,N/A,"Amplitude ~2% with 10-12% dips, bumpy high freq periodogram"
VOS 336,139019368,QLP,76,5671,1.4412,12.836536,1.554043,Y*O,N/A,"Amplitude ~2% with 12% dip, fuzzy, peak in periodogram at 0.5"
VOS 336,139019368,QLP,82,5671,1.4412,12.836536,1.554043,Y*O,N/A,"Amplitude 2-5%, fuzzy, peak in periodogram at 0.5"
VOS 336,139019368,QLP,83,5671,1.4412,12.836536,1.554043,Y*O,N/A,"Amplitude ~5% with 20% dip, fuzzy, peak in periodogram at 0 and 0.5"
HD 59319,139715411,TESS-SPOC,7,11942,1.4208,8.294557,-0.084863,Or*,B8,"Periodic oscillation with amplitude 0.4%, peak in periodogram right above 1"
HD 59319,139715411,TESS-SPOC,34,11942,1.4208,8.294557,-0.084863,Or*,B8,"Periodic oscillation with amplitude 0.4%, peak in periodogram right above 1"
HD 319896,163268072,QLP,12,7934,0.7429,10.66298,1.033203,Or*,B4,"Periodic oscillation with amplitude 0.3-0.4%, peak in periodogram right above 1"
HD 319896,163268072,QLP,39,7934,0.7429,10.66298,1.033203,Or*,B4,"Periodic oscillation with amplitude 0.3-0.4%, peak in periodogram right above 1"
HD 319896,163268072,QLP,66,7934,0.7429,10.66298,1.033203,Or*,B4,"Periodic oscillation with amplitude 1%, peak in periodogram right above 1 and 3"
HD 319896,163268072,QLP,93,7934,0.7429,10.66298,1.033203,Or*,B4,"Periodic oscillation with amplitude 2%, peak in periodogram right above 1 and 3"
PDS 69,166896955,SPOC,11,7625,1.4816,10.236468,0.463189,**,B7,"Overall 6% amplitude with 1% smaller amplitude, slightly fuzzy"
PDS 241,168627773,QLP,7,17119.5,0.1682,12.025613,1.057179,Or*,B0,"8% and 5% dips periodically, many peaks between 0-5 in periodogram"
PDS 241,168627773,QLP,33,17119.5,0.1682,12.025613,1.057179,Or*,B0,"8% and 5% dips periodically, many peaks between 0-5 in periodogram"
PDS 241,168627773,QLP,87,17119.5,0.1682,12.025613,1.057179,Or*,B0,"10% and 15% dips periodically, many peaks between 0-5 in periodogram"
VOS 703,178486401,QLP,7,6457.9,0.8138,12.834954,1.165551,Y*O,N/A,"Dips of 1, 2, and 4%, tiny movements"
VOS 703,178486401,QLP,33,6457.9,0.8138,12.834954,1.165551,Y*O,N/A,"Dips of 4% with 0.5% smaller amplitude, tiny movements"
VOS 703,178486401,QLP,87,6457.9,0.8138,12.834954,1.165551,Y*O,N/A,"Dips of 1, 2, and 4%, fuzzy"
V388 Vel,181142391,,,5405*,0.4346,15.589075,2.436924,Ae*,N/A,
VOS 1331,189283710,QLP,15,5595.7,0.6793,13.667015,2.287836,Y*O,B9,"Amplitude 4% with 10% dip, jagged, slight peak in periodogram above 2"
VOS 1331,189283710,QLP,41,5595.7,0.6793,13.667015,2.287836,Y*O,B9,"Amplitude 0.25% with 5% overall amplitude, jagged"
VOS 1331,189283710,QLP,55,5595.7,0.6793,13.667015,2.287836,Y*O,B9,Amplitude 5% with 2.5% smaller bumps
VOS 1331,189283710,QLP,56,5595.7,0.6793,13.667015,2.287836,Y*O,B9,"Amplitude 0.25% with 0.5% overall amplitude, jagged, small spike in periodogram at 2"
VOS 1331,189283710,QLP,75,5595.7,0.6793,13.667015,2.287836,Y*O,B9,"Amplitude 5% with 20% overall increase, periodogram peaks above 2"
VOS 1331,189283710,QLP,76,5595.7,0.6793,13.667015,2.287836,Y*O,B9,Bigger amplitude 15% with 5% smaller amplitude
VOS 1331,189283710,QLP,82,5595.7,0.6793,13.667015,2.287836,Y*O,B9,Amplitude 2% with 10% dip then 20% overall increase
VOS 1331,189283710,QLP,83,5595.7,0.6793,13.667015,2.287836,Y*O,B9,Amplitude 2% then 20% overall increase
VOS 111,189286260,QLP,15,5029,0.6961,14.365152,2.003164,LP*,B7.5,"20% dip, amplitude ~2.5%, smooth overall shape with slightly jagged"
VOS 111,189286260,QLP,41,5029,0.6961,14.365152,2.003164,LP*,B7.5,"Decrease overall of 15%, bumps of 3%, jagged"
VOS 111,189286260,QLP,55,5029,0.6961,14.365152,2.003164,LP*,B7.5,"Overall amplitude ~2% with 0.5% bumps along the way, fuzzy"
VOS 111,189286260,QLP,56,5029,0.6961,14.365152,2.003164,LP*,B7.5,"Overall amplitude ~2% with 0.5% bumps along the way, fuzzy"
VOS 111,189286260,QLP,75,5029,0.6961,14.365152,2.003164,LP*,B7.5,"Overall amplitude ~2% with 0.5% bumps along the way, fuzzy"
VOS 111,189286260,QLP,76,5029,0.6961,14.365152,2.003164,LP*,B7.5,"Overall amplitude ~2% with 0.5% bumps along the way and 6% dip, fuzzy"
VOS 111,189286260,QLP,82,5029,0.6961,14.365152,2.003164,LP*,B7.5,2% decrease overall with 4% bump
VOS 111,189286260,QLP,83,5029,0.6961,14.365152,2.003164,LP*,B7.5,"4% increase at beginning, then relatively flat with 2% variations"
VOS 4,190255749,QLP,8,6532.9,1.0369,13.200563,0.802804,Y*O,N/A,"10-20% dips, jagged"
VOS 4,190255749,QLP,9,6532.9,1.0369,13.200563,0.802804,Y*O,N/A,"10-20% dips and 5% amplitude, jagged"
VOS 4,190255749,QLP,35,6532.9,1.0369,13.200563,0.802804,Y*O,N/A,"10-15% dips, decreasing by 20% at end"
VOS 4,190255749,QLP,62,6532.9,1.0369,13.200563,0.802804,Y*O,N/A,"Amplitude ~10% with overall decrease of 60%, fuzzy"
VOS 4,190255749,QLP,89,6532.9,1.0369,13.200563,0.802804,Y*O,N/A,"20% drop, 5-10% amplitude, fuzzy"
V351 Ori,199967382,SPOC,6,7687.3,3.0694,8.923279,0.550296,Ae*,A7,"Pulsations in lightcurve, 12% dip, 2% variation, pulsations around 20"
VY Mon,207044437,QLP,6,10089.7,3.171,13.959769,2.847522,Ae*,A5,"Amplitude 10-15%, just under 10 day period, "
VY Mon,207044437,QLP,33,10089.7,3.171,13.959769,2.847522,Ae*,A5,Amplitude 30% with smaller bumps
VY Mon,207044437,QLP,87,10089.7,3.171,13.959769,2.847522,Ae*,A5,Amplitude 30% with smaller bumps and relatively flat bottoms and tops of bumps
HBC 222,220322651,TESS-SPOC,6,5778,1.385,11.884166,0.816879,TT*,F8,"Amplitude 10-15% (bigger amplitude at beginning and end, then smaller in the middle)"
HBC 222,220322651,TESS-SPOC,33,5778,1.385,11.884166,0.816879,TT*,F8,Amplitude 15-20% overall with 5% amplitude small oscillations
HD 259431,229340364,QLP,6,6406,1.5304,8.695992,0.682612,Ae*,B6,"10% dips (some pointed and others relatively flat), jagged"
HD 259431,229340364,QLP,33,6406,1.5304,8.695992,0.682612,Ae*,B6,"Amplitude 1% with 3% overall change, amplitude increase with time (to 2%)"
HD 259431,229340364,QLP,87,6406,1.5304,8.695992,0.682612,Ae*,B6,"Amplitude 2% with 3% hump at beginning and 3% dip at end, jagged"
TY CrA,254045303,TESS-SPOC,13,6928,6.2851,9.232023,1.091164,Ae*,B9,"30% and 5% periodic dips, exactly out of phase, low freq periodogram reflects this"
TY CrA,254045303,TESS-SPOC,67,6928,6.2851,9.232023,1.091164,Ae*,B9,"40% and 5% periodic dips, exactly out of phase, low freq periodogram reflects this"
HD 142527,255191560,SPOC,12,5807,6.2791,8.114528,1.004234,Ae*,F6,"Amplitude 0.2%, 0.5-0.6% dips, a bit fuzzy"
HD 142527,255191560,SPOC,65,5807,6.2791,8.114528,1.004234,Ae*,F6,"Amplitude 0.2%, 2% dips and 1% peaks, a bit fuzzy"
VOS 84,261539498,QLP,19,7093.9,0.8322,13.33572,0.919014,Y*O,N/A,"Amplitude ~2% with 10-25% dips, dense region of dips near the end"
VOS 2047,265290711,QLP,18,5475,0.2903,13.098687,1.12611,Y*O,N/A,"Amplitude ~1% (periodic) with 10% dip, peak in periodogram at 3 and higher(?)"
VOS 2047,265290711,QLP,58,5475,0.2903,13.098687,1.12611,Y*O,N/A,"Amplitude ~1% (periodic) with 12% dip, peak in periodogram at 3 then between 5-20"
VOS 2047,265290711,QLP,85,5475,0.2903,13.098687,1.12611,Y*O,N/A,"Amplitude ~1% (periodic), peak in periodogram at 3 then between 5-20"
VOS 2047,265290711,QLP,86,5475,0.2903,13.098687,1.12611,Y*O,N/A,"Amplitude ~1%, bumps in periodogram"
VOS 200,266773096,QLP,19,5749,0.3923,12.931384,1.603399,Y*O,N/A,"Amplitude ~2% with 6-8% dips, sharp/jagged"
VOS 200,266773096,QLP,59,5749,0.3923,12.931384,1.603399,Y*O,N/A,Amplitude ~1% with 10% increase at beginning
VOS 200,266773096,QLP,86,5749,0.3923,12.931384,1.603399,Y*O,N/A,"Amplitude 1% with 4% dip, lots of data missing"
MWC 1080,269112596,SPOC,57,4156,0.6713,10.925151,2.184708,Ae*,B0,"Amplitude ~5%, slightly jagged"
MWC 1080,269112596,SPOC,58,4156,0.6713,10.925151,2.184708,Ae*,B0,"Amplitude ~5%, slightly jagged, distinct peaks in periodogram at 0-1"
MWC 1080,269112596,SPOC,77,4156,0.6713,10.925151,2.184708,Ae*,B0,"Amplitude ~5%, slightly jagged, distinct peaks in periodogram at 0-1"
MWC 1080,269112596,SPOC,78,4156,0.6713,10.925151,2.184708,Ae*,B0,"Amplitude ~5%, smoother, peaks in periodogram not as visible"
VOS 42,272142683,QLP,17,6106.1,1.2777,13.095105,1.856038,Mi*,N/A,"Amplitude ~0.5%, 4% bump, 10% increase at end"
VOS 42,272142683,QLP,18,6106.1,1.2777,13.095105,1.856038,Mi*,N/A,"Amplitude 0.5-2% with 5% bumps/dips, 10-15% overall increase"
VOS 42,272142683,QLP,24,6106.1,1.2777,13.095105,1.856038,Mi*,N/A,"Amplitude ~4%, slightly jagged"
VOS 42,272142683,QLP,57,6106.1,1.2777,13.095105,1.856038,Mi*,N/A,"Amplitude ~4%, slightly jagged, 20% increase overall"
VOS 42,272142683,QLP,58,6106.1,1.2777,13.095105,1.856038,Mi*,N/A,"Amplitude ~4%, slightly jagged, 10% dips"
VOS 42,272142683,QLP,77,6106.1,1.2777,13.095105,1.856038,Mi*,N/A,"Amplitude ~4%, slightly jagged, with 5-10% amplitude bumps/dips"
VOS 42,272142683,QLP,78,6106.1,1.2777,13.095105,1.856038,Mi*,N/A,"Amplitude ~1% with 7-10% dips, spikes"
VOS 42,272142683,QLP,84,6106.1,1.2777,13.095105,1.856038,Mi*,N/A,"Amplitude ~1% with 20% dips/peaks, increase 25% by end"
VOS 42,272142683,QLP,85,6106.1,1.2777,13.095105,1.856038,Mi*,N/A,"Smaller amplitude ~2% with bigger amplitude ~10%, jagged"
HD 98922,272956728,SPOC,63,9120,1.5364,6.730214,0.171003,Be*,B9,"Amplitude 1% at beginning and end to 0.2% in middle, fuzzy"
HD 98922,272956728,SPOC,64,9120,1.5364,6.730214,0.171003,Be*,B9,"Bigger amplitude ~1% with 0.1% amplitude in between, fuzzy"
VOS 898,272995440,QLP,19,7036,0.4339,12.926794,1.326455,Y*O,N/A,"Amplitude ~1%, jagged"
VOS 898,272995440,QLP,59,7036,0.4339,12.926794,1.326455,Y*O,N/A,"Amplitude ~1%, fuzzy"
VOS 898,272995440,QLP,86,7036,0.4339,12.926794,1.326455,Y*O,N/A,"0.5% drops, but lots of data missing"
HD 290770,276661825,SPOC,6,10034,2.5194,9.214877,0.089149,Or*,B9,"0.5% overall amplitude, sharp and jagged"
HD 290770,276661825,SPOC,32,10034,2.5194,9.214877,0.089149,Or*,B9,"0.5-1% overall amplitude, sharp and jagged"
HD 100546,280773136,SPOC,37,9307.1,9.2494,6.685849,0.051051,Be*,A0,"Amplitude 0.5% with 10% drop, jagged"
HD 100546,280773136,SPOC,38,9307.1,9.2494,6.685849,0.051051,Be*,A0,"Amplitude 2-4%, jagged, bigger amplitudes toward end"
HD 100546,280773136,SPOC,64,9307.1,9.2494,6.685849,0.051051,Be*,A0,Amplitude 0.1% with 20% overall increase
HD 100546,280773136,SPOC,65,9307.1,9.2494,6.685849,0.051051,Be*,A0,"Amplitude 0.1% with 3% drops, jagged"
HD 100546,280773136,SPOC,100,9307.1,9.2494,6.685849,0.051051,Be*,A0,"Amplitude 0.1% with 6% drop, jagged, high freq periodogram pulses"
PDS 229N,283096205,QLP,6,4766,-1.1811,13.507894,0.992456,**,A0,"Amplitude 2% overall with 0.5% smaller amplitude, jagged"
PDS 229N,283096205,QLP,33,4766,-1.1811,13.507894,0.992456,**,A0,"Amplitude 1-2%, fuzzy, slight peak in periodogram after 5"
PDS 229N,283096205,QLP,87,4766,-1.1811,13.507894,0.992456,**,A0,"Amplitude 2% with 4% drop, fuzzy, slight peak in periodogram after 5"
VOS 70,284214915,QLP,17,4723,0.8561,12.907528,2.117201,Or*,F5,"Amplitude 2% with 6% drop at end, spike in high freq periodogram"
VOS 70,284214915,QLP,18,4723,0.8561,12.907528,2.117201,Or*,F5,"Amplitude 2% with 25% drop at end, spike in high freq periodogram"
VOS 70,284214915,QLP,24,4723,0.8561,12.907528,2.117201,Or*,F5,"Amplitude 2% with 25% rise at beginning, spike in high freq periodogram"
VOS 70,284214915,QLP,58,4723,0.8561,12.907528,2.117201,Or*,F5,"Amplitude 2% with 10% drop, spike near 10 in periodogram"
VOS 70,284214915,QLP,78,4723,0.8561,12.907528,2.117201,Or*,F5,"15% dip in middle, decreasing structure otherwise, spike in periodogram near 10"
VOS 70,284214915,QLP,85,4723,0.8561,12.907528,2.117201,Or*,F5,"Wide 10% dips, peak in periodogram near 10"
VOS 588,286322252,QLP,19,7694,0.4333,12.962005,1.195202,Be*,B4,"Amplitude 2% (more peaks than dips), jagged"
VOS 588,286322252,QLP,58,7694,0.4333,12.962005,1.195202,Be*,B4,"Amplitude 2%, jagged and fuzzy"
VOS 588,286322252,QLP,59,7694,0.4333,12.962005,1.195202,Be*,B4,"Pronounced amplitude 1% with similar overall 2% amplitude, fuzzy"
VOS 588,286322252,QLP,86,7694,0.4333,12.962005,1.195202,Be*,B4,"Amplitude 1-2%, fuzzy, lots of data missing"
HD 37258,287757971,TESS-SPOC,6,8680,2.6319,9.631053,0.194995,Ae*,A3,"Amplitude 3-5%, jagged"
VOS 69,288924907,TESS-SPOC,15,6835,1.4353,13.883293,1.406397,Or*,N/A,Amplitude 10-20%
VOS 69,288924907,TESS-SPOC,16,6835,1.4353,13.883293,1.406397,Or*,N/A,"Amplitude 10% with 50% drop at beginning, periodogram spikes near 7"
VOS 69,288924907,TESS-SPOC,55,6835,1.4353,13.883293,1.406397,Or*,N/A,Amplitude 2% with 50% rise in the middle
LkHa 324,290064548,TESS-SPOC,15,6571,1.607,12.209738,1.617393,Ae*,B9,"0.2-0.7% amplitude, jagged, periodogram peaks at 3, 4, 5"
LkHa 324,290064548,TESS-SPOC,16,6571,1.607,12.209738,1.617393,Ae*,B9,"0.2-0.7% amplitude, jagged, periodogram peaks at 3-20"
LkHa 324,290064548,TESS-SPOC,55,6571,1.607,12.209738,1.617393,Ae*,B9,"Amplitude 0.2% then 1% at the end, periodogram peaks at 3 and 4"
Hen 3-1121S,293537745,QLP,12,5011,0.5172,11.08054,1.166385,Ae*,B0,"Amplitude 2%, jagged, periodogram peaks near 11"
Hen 3-1121S,293537745,QLP,39,5011,0.5172,11.08054,1.166385,Ae*,B0,"Amplitude 3% (alternating dips?), jagged, periodogram peaks around 10"
Hen 3-1121S,293537745,QLP,65,5011,0.5172,11.08054,1.166385,Ae*,B0,"Amplitude 2-4%, jagged, periodogram peaks near 10"
V2019 Cyg,297154074,QLP,15,6485.1,1.173,11.033224,1.058733,Ae*,B8/A0,"Amplitude 2-4% (smaller at beginning), jagged"
V2019 Cyg,297154074,QLP,41,6485.1,1.173,11.033224,1.058733,Ae*,B8/A0,"Amplitude 4%, jagged"
V2019 Cyg,297154074,QLP,55,6485.1,1.173,11.033224,1.058733,Ae*,B8/A0,Amplitude 2% with 8% dip and many smaller features
V2019 Cyg,297154074,QLP,56,6485.1,1.173,11.033224,1.058733,Ae*,B8/A0,"Amplitude 1% with bigger 4% features, sharp"
V2019 Cyg,297154074,QLP,75,6485.1,1.173,11.033224,1.058733,Ae*,B8/A0,Amplitude 4% at beginning then 2% at the end
V2019 Cyg,297154074,QLP,76,6485.1,1.173,11.033224,1.058733,Ae*,B8/A0,Amplitude 1% with 3% jumps/dips
V2019 Cyg,297154074,QLP,82,6485.1,1.173,11.033224,1.058733,Ae*,B8/A0,"Amplitude 3%, sharp, jagged"
V2019 Cyg,297154074,QLP,83,6485.1,1.173,11.033224,1.058733,Ae*,B8/A0,"Amplitude 3%, sharp, jagged, a bit fuzzy"
Hen 3-938,299797908,QLP,11,13171,0.1718,12.377528,2.125158,s*b,B0-B1,Amplitude 0.5% with 4% dip and 3% amplitude at end
Hen 3-938,299797908,QLP,38,13171,0.1718,12.377528,2.125158,s*b,B0-B1,"Amplitude 1-3%, 5% increase overall"
Hen 3-938,299797908,QLP,65,13171,0.1718,12.377528,2.125158,s*b,B0-B1,"Amplitude 1-3%, 10% bump"
Hen 3-938,299797908,QLP,99,13171,0.1718,12.377528,2.125158,s*b,B0-B1,"Amplitude 3%, 10% overall decrease"
Hen 3-938,299797908,QLP,100,13171,0.1718,12.377528,2.125158,s*b,B0-B1,Amplitude 2% with 3% amplitude in middle
Hen 3-938,299797908,QLP,101,13171,0.1718,12.377528,2.125158,s*b,B0-B1,"Amplitude 1-2%, 8% dip"
HD 36408,302824830,SPOC,6,10768,2.8515,6.062156,0.033025,Be*,B5,"Very flat (<0.05% amplitude), fuzzy caterpillar, spikes"
HD 36408,302824830,SPOC,43,10768,2.8515,6.062156,0.033025,Be*,B5,"Very flat (<0.05% amplitude), fuzzy caterpillar, spikes"
HD 36408,302824830,SPOC,44,10768,2.8515,6.062156,0.033025,Be*,B5,"Very flat (<0.05% amplitude), fuzzy caterpillar, spikes"
HD 36408,302824830,SPOC,45,10768,2.8515,6.062156,0.033025,Be*,B5,"Very flat (<0.05% amplitude), fuzzy caterpillar, spikes"
HD 36408,302824830,SPOC,71,10768,2.8515,6.062156,0.033025,Be*,B5,Flat caterpillar with 05% increase/decrease
HD 36408,302824830,SPOC,98,10768,2.8515,6.062156,0.033025,Be*,B5,"Very flat (<0.05% amplitude), fuzzy caterpillar, spikes"
HD 96042,305447083,SPOC,63,5596,0.3573,8.428286,0.208593,Y*O,B1,"Amplitude 0.5-1% pulsing in light curve, periodogram peaks at 2-15"
HD 96042,305447083,SPOC,64,5596,0.3573,8.428286,0.208593,Y*O,B1,"Amplitude 0.5-1% pulsing in light curve, periodogram peaks at 2-15"
HD 96042,305447083,SPOC,90,5596,0.3573,8.428286,0.208593,Y*O,B1,"Amplitude 0.5-2% pulsing in light curve, periodogram peaks at 1-15"
HD 96042,305447083,SPOC,99,5596,0.3573,8.428286,0.208593,Y*O,B1,"Amplitude 0.5-1% pulsing in light curve, periodogram peaks at 2-15"
HD 96042,305447083,SPOC,100,5596,0.3573,8.428286,0.208593,Y*O,B1,"Amplitude 0.5-1% pulsing in light curve, periodogram peaks at 2-15"
GSC 1876-0892,309449806,QLP,43,5034,0.1809,13.812414,2.099655,Or*,B2,"Amplitude 2 and 4% alternating, periodogram peaks near 3 and 5"
GSC 1876-0892,309449806,QLP,44,5034,0.1809,13.812414,2.099655,Or*,B2,"Amplitude 2 and 4% alternating, periodogram peaks near 3 and 5"
GSC 1876-0892,309449806,QLP,71,5034,0.1809,13.812414,2.099655,Or*,B2,"Amplitude 2 and 4% alternating, periodogram peaks near 3 and 5"
GSC 1876-0892,309449806,QLP,72,5034,0.1809,13.812414,2.099655,Or*,B2,"Amplitude 2 and 4% alternating, periodogram peaks near 3 and 5"
VOS 32,311826580,,,,0.8317,14.577346,2.034157,LP*,N/A,
VOS 250,312493387,QLP,14,11785,0.8677,12.770996,0.737338,Y*O,B/Ae,"Fuzzy, 0.5% overall changes"
VOS 250,312493387,QLP,15,11785,0.8677,12.770996,0.737338,Y*O,B/Ae,"Amplitude 1% to 4% at end, "
VOS 250,312493387,QLP,41,11785,0.8677,12.770996,0.737338,Y*O,B/Ae,"5-15% dips, a bit fuzzy"
VOS 250,312493387,QLP,54,11785,0.8677,12.770996,0.737338,Y*O,B/Ae,"5-15% dips, a bit fuzzy"
VOS 250,312493387,QLP,55,11785,0.8677,12.770996,0.737338,Y*O,B/Ae,"15% dips, a bit fuzzy"
VOS 250,312493387,QLP,75,11785,0.8677,12.770996,0.737338,Y*O,B/Ae,"5-20% dips, a bit fuzzy, sharp"
